IDpol,ClaimAmount,Region,VehBrand,VehPower,VehAge,DrivAge,BonusMalus,Area,VehGas
2263816,7197.26,Languedoc-Roussillon,B1,5,7,45,52,D,Regular
4146775,7182.25,Picardie,B3,14,8,29,64,E,Regular
2049810,7172.0,Centre,B2,6,5,75,50,A,Diesel
2134751,7172.0,Provence-Alpes-Cotes-D'Azur,B4,5,9,42,50,D,Diesel
64533,7171.56,Languedoc-Roussillon,B11,10,2,33,55,E,Diesel
2266330,7170.57,Languedoc-Roussillon,B1,11,4,50,50,B,Diesel
18844,7165.1,Centre,B2,4,4,75,50,C,Regular
4136804,7162.06,Rhone-Alpes,B1,7,6,43,50,E,Diesel
3167669,7156.19,Rhone-Alpes,B1,6,6,30,50,E,Diesel
56254,7154.23,Ile-de-France,B2,7,11,70,50,F,Regular
1141656,7145.0,Centre,B4,4,2,46,67,A,Regular
166702,7142.95,Rhone-Alpes,B2,6,5,30,80,E,Diesel
6059598,7140.0,Ile-de-France,B12,4,2,39,95,E,Diesel
6037696,7140.0,Nord-Pas-de-Calais,B12,7,3,40,57,C,Diesel
6084271,7140.0,Ile-de-France,B12,7,1,59,50,E,Diesel
6101235,7140.0,Aquitaine,B12,4,2,30,80,E,Regular
6111107,7140.0,Rhone-Alpes,B12,4,1,27,85,E,Regular
6048801,7140.0,Provence-Alpes-Cotes-D'Azur,B12,9,2,43,50,E,Regular
6050387,7140.0,Provence-Alpes-Cotes-D'Azur,B12,11,2,33,59,C,Diesel
6096076,7140.0,Ile-de-France,B12,8,1,45,50,F,Regular
6009026,7140.0,Provence-Alpes-Cotes-D'Azur,B12,9,3,83,50,E,Regular
6002591,7140.0,Picardie,B12,6,9,45,50,E,Diesel
69413,7135.16,Provence-Alpes-Cotes-D'Azur,B3,6,3,34,50,C,Regular
1119586,7128.12,Provence-Alpes-Cotes-D'Azur,B3,5,3,52,50,D,Diesel
1073025,7128.0,Provence-Alpes-Cotes-D'Azur,B4,7,10,39,50,E,Regular
5046827,7110.0,Corse,B12,11,1,63,50,D,Diesel
24445,7083.38,Centre,B13,11,11,46,62,C,Regular
1085537,7061.36,Rhone-Alpes,B13,6,5,34,112,E,Diesel
3130447,7057.8,Provence-Alpes-Cotes-D'Azur,B3,5,2,46,52,E,Regular
1007506,7056.45,Languedoc-Roussillon,B12,6,1,55,50,C,Regular
5058975,7042.0,Provence-Alpes-Cotes-D'Azur,B12,4,2,31,59,D,Diesel
1185616,7040.79,Haute-Normandie,B1,4,0,57,51,E,Regular
2177821,7031.31,Rhone-Alpes,B2,6,11,52,55,C,Regular
84060,7027.57,Limousin,B3,5,1,37,61,C,Diesel
3169022,7019.5,Provence-Alpes-Cotes-D'Azur,B1,5,0,29,60,E,Regular
156596,7019.06,Bretagne,B6,6,2,44,50,C,Diesel
1134409,7018.84,Poitou-Charentes,B2,10,14,35,64,A,Diesel
4011494,7018.71,Provence-Alpes-Cotes-D'Azur,B12,11,1,40,50,C,Regular
148772,7006.47,Centre,B3,6,6,29,64,A,Diesel
4041419,7000.0,Auvergne,B12,7,1,41,50,A,Diesel
2279323,7000.0,Centre,B2,4,16,39,95,E,Regular
2282199,7000.0,Languedoc-Roussillon,B1,7,3,52,50,B,Diesel
6011615,7000.0,Provence-Alpes-Cotes-D'Azur,B12,9,8,62,50,D,Regular
6077185,7000.0,Ile-de-France,B12,7,4,50,50,E,Diesel
6108053,7000.0,Ile-de-France,B12,4,1,26,80,E,Regular
2253899,7000.0,Provence-Alpes-Cotes-D'Azur,B1,5,7,61,50,E,Regular
5018634,7000.0,Nord-Pas-de-Calais,B12,6,4,44,51,E,Regular
5012369,7000.0,Rhone-Alpes,B12,12,4,58,50,E,Diesel
5046256,7000.0,Provence-Alpes-Cotes-D'Azur,B12,7,2,35,68,B,Regular
2272900,7000.0,Provence-Alpes-Cotes-D'Azur,B2,4,14,40,50,E,Regular
1186304,7000.0,Languedoc-Roussillon,B2,5,0,40,50,C,Diesel
6090052,7000.0,Pays-de-la-Loire,B3,6,1,22,95,E,Diesel
6060627,7000.0,Bourgogne,B2,5,6,62,64,D,Diesel
6084909,7000.0,Ile-de-France,B12,10,3,59,50,E,Regular
6066766,7000.0,Provence-Alpes-Cotes-D'Azur,B12,4,4,30,95,C,Diesel
2272505,7000.0,Languedoc-Roussillon,B1,6,12,32,90,C,Diesel
5107058,7000.0,Limousin,B12,8,0,31,68,D,Diesel
5091766,7000.0,Lorraine,B12,8,0,36,50,D,Regular
5093881,7000.0,Provence-Alpes-Cotes-D'Azur,B12,4,0,48,50,C,Diesel
5088156,7000.0,Corse,B2,6,7,52,50,D,Diesel
4012525,7000.0,Poitou-Charentes,B12,5,2,58,50,D,Diesel
5032664,7000.0,Rhone-Alpes,B12,12,6,41,50,E,Diesel
5075667,7000.0,Ile-de-France,B12,7,8,75,63,E,Regular
1190233,7000.0,Provence-Alpes-Cotes-D'Azur,B11,11,7,42,50,E,Regular
6085080,7000.0,Ile-de-France,B12,6,6,40,60,E,Diesel
6064145,7000.0,Ile-de-France,B12,7,2,74,50,D,Diesel
6085695,7000.0,Languedoc-Roussillon,B12,11,3,42,50,C,Diesel
5018667,7000.0,Lorraine,B2,6,1,60,50,D,Diesel
1191486,7000.0,Provence-Alpes-Cotes-D'Azur,B1,6,13,29,57,D,Diesel
2266729,7000.0,Languedoc-Roussillon,B2,6,2,48,50,C,Diesel
1187247,7000.0,Ile-de-France,B3,9,9,60,50,E,Regular
6006882,7000.0,Provence-Alpes-Cotes-D'Azur,B12,6,6,53,50,E,Regular
5091531,7000.0,Provence-Alpes-Cotes-D'Azur,B3,6,4,24,76,C,Diesel
5093916,7000.0,Ile-de-France,B12,5,5,35,76,E,Regular
6038614,7000.0,Bourgogne,B12,6,2,52,50,C,Diesel
1192398,7000.0,Provence-Alpes-Cotes-D'Azur,B3,6,9,55,51,D,Diesel
2263634,7000.0,Midi-Pyrenees,B2,5,5,46,50,C,Regular
1198678,7000.0,Rhone-Alpes,B3,7,11,54,54,E,Regular
4144460,6999.3,Centre,B3,6,8,49,62,A,Regular
2137247,6997.2,Rhone-Alpes,B1,6,8,34,57,E,Diesel
6094815,6978.84,Nord-Pas-de-Calais,B12,4,1,55,72,E,Diesel
2115949,6960.0,Centre,B2,7,1,40,62,C,Regular
78342,6941.2,Centre,B1,4,2,39,60,D,Regular
2225724,6939.28,Nord-Pas-de-Calais,B13,11,2,35,50,E,Diesel
3114873,6926.33,Rhone-Alpes,B1,9,15,40,51,E,Regular
2016467,6921.1,Rhone-Alpes,B12,7,0,54,50,C,Diesel
2285319,6916.04,Provence-Alpes-Cotes-D'Azur,B5,5,2,34,60,D,Regular
2071184,6908.77,Rhone-Alpes,B5,5,3,79,50,E,Regular
54660,6880.06,Centre,B2,6,2,26,80,A,Diesel
108363,6876.8,Centre,B6,5,9,39,90,D,Diesel
3153424,6867.11,Centre,B10,10,1,50,50,A,Diesel
5097066,6862.0,Ile-de-France,B12,6,7,21,100,F,Regular
1079077,6861.32,Rhone-Alpes,B2,7,14,36,118,E,Regular
1181710,6860.21,Midi-Pyrenees,B1,5,6,75,57,D,Regular
1181044,6860.21,Aquitaine,B2,5,10,50,50,D,Diesel
1180610,6860.21,Provence-Alpes-Cotes-D'Azur,B1,4,6,61,50,E,Regular
1194722,6860.21,Provence-Alpes-Cotes-D'Azur,B11,7,7,56,50,D,Regular
1122466,6859.56,Provence-Alpes-Cotes-D'Azur,B13,10,7,29,95,E,Regular
164109,6859.5,Centre,B1,6,4,54,50,D,Diesel
3163184,6848.87,Rhone-Alpes,B5,8,2,38,80,D,Regular
76292,6834.99,Rhone-Alpes,B2,4,2,39,125,C,Regular
6108053,6827.39,Ile-de-France,B12,4,1,26,80,E,Regular
5006168,6821.81,Provence-Alpes-Cotes-D'Azur,B12,10,5,47,125,C,Diesel
1097877,6820.0,Centre,B5,4,9,20,95,C,Regular
3076105,6807.86,Provence-Alpes-Cotes-D'Azur,B3,4,11,36,50,E,Regular
4048632,6805.57,Aquitaine,B11,7,6,23,85,D,Diesel
1186095,6800.0,Languedoc-Roussillon,B12,6,0,64,50,A,Regular
176049,6779.79,Bretagne,B2,7,4,61,50,D,Diesel
1180781,6734.3,Midi-Pyrenees,B1,5,3,36,50,A,Diesel
3149708,6709.75,Rhone-Alpes,B1,4,21,45,95,E,Regular
4122067,6698.08,Centre,B2,5,5,79,50,A,Diesel
5056636,6695.38,Ile-de-France,B12,6,9,26,80,D,Diesel
1189553,6693.26,Rhone-Alpes,B2,7,7,37,64,D,Diesel
3240905,6688.52,Provence-Alpes-Cotes-D'Azur,B2,10,6,50,85,E,Regular
